18:29:25,0,20,68,105,126,123,88,46,14,0,0,83,75,103,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
18:29:25,0,136,71,35,14,4,11,41,76,93,76,23,7,33,91,169,223,208,159,101,46,19,21,52,116,201,251,255,210;
18:29:25,0,129,84,73,96,142,203,242,238,188,108,27,18,36,57,96,162,209,245,255,210,139,69,20,19,93,178,216,189;
18:29:24,0,13,18,36,51,51,41,38,57,97,141,157,152,120,73,49,67,84,95,96,98,113,151,207,255,243,200,135,60;
18:29:24,0,54,59,52,54,69,92,111,99,62,181,180,189,203,173,138,116,106,112,120,124,122,111,163,221,244,0,0,0;
18:29:23,0,193,199,149,104,80,61,35,19,32,90,173,236,255,223,173,134,96,67,54,60,93,131,149,127,61,51,86,139;
18:29:22,0,255,222,166,111,74,49,40,32,22,19,42,94,143,169,170,152,114,75,45,24,18,13,5,5,45,119,194,242;
18:29:22,0,133,72,42,22,7,5,32,70,95,86,39,7,6,39,10451,0,0,0,0,0,0,0,0,0,0,0,0,0;
18:29:21,0,78,103,90,70,55,35,15,2,13,61,150,212,224,190,142,104,74,61,68,103,166,227,255,224,115,50,33,44;
18:29:21,0,171,172,178,196,219,240,252,247,230,201,154,167,176,150,125,140,160,192,219,214,172,127,104,118,164,232,3,19;
18:29:20,0,74,56,31,10,2,2,6,21,50,91,142,195,231,239,229,191,132,84,58,57,89,144,208,255,237,201,156,108;
18:29:20,0,252,196,29,14,21,48,97,176,231,255,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
18:29:19,0,178,125,71,35,27,34,37,27,11,8,49,126,196,237,255,253,217,172,132,98,82,71,57,46,63,124,182,202;
18:29:19,0,42,81,134,195,244,255,224,169,99,34,1,4,11,11,8,27,72,138,206,246,234,181,103,36,11,18,27,31;
18:29:19,0,0,11,43,90,130,123,73,25,4,15,0,135,141,111,46,19,23,46,0,0,0,0,0,0,0,0,0,0;
18:29:18,0,62,117,149,166,166,134,91,54,39,57,100,145,153,119,79,72,84,113,152,203,241,255,238,188,91,46,32,32;
18:29:18,0,46,79,66,38,17,8,9,15,32,71,148,219,252,239,190,116,60,30,26,54,114,188,247,255,163,71,15,7;
18:29:17,0,242,255,227,193,162,123,85,52,19,6,34,80,112,117,99,74,51,31,22,23,41,51,40,18,21,61,124,189;
18:29:17,0,29,34,63,1,118,212,225,195,147,98,67,50,29,9,6,52,116,160,168,131,77,61,90,0,0,0,0,0;
18:29:16,0,220,87,11,26,120,240,237,165,84,38,22,19,18,30,74,151,205,222,201,146,83,39,15,8,42,117,205,255;
18:29:16,0,5,1,11,32,52,50,43,45,62,102,162,174,157,127,99,89,107,151,211,255,249,214,152,81,27,13,11,11;
18:29:16,0,33,57,103,166,223,253,245,67,55,41,52,65,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
18:29:15,0,89,43,29,20,8,0,12,35,54,51,22,5,9,40,103,173,194,176,132,77,49,61,108,180,244,255,223,160;
18:29:15,0,107,129,147,158,162,159,159,148,113,61,31,82,152,186,177,142,127,162,225,255,196,114,56,55,110,163,170,135;
18:29:14,0,207,178,130,84,52,37,50,81,121,150,154,178,208,225,218,175,109,52,21,12,20,48,99,164,221,252,255,233;
18:29:14,0,145,139,91,48,33,0,46,85,146,200,241,255,219,154,94,48,30,38,54,55,37,0,0,0,0,0,0,0;
18:29:13,0,67,161,221,250,242,190,127,79,55,57,55,53,41,21,22,55,91,125,154,189,223,248,255,228,131,51,8,7;
18:29:13,0,12,10,60,125,174,199,184,157,134,114,68,32,8,6,59,163,233,255,228,177,140,118,114,123,130,138,119,67;
18:29:13,0,5,6,42,93,139,176,179,157,124,86,35,7,1,22,821,49,0,0,0,0,0,0,0,0,0,0,0,0;
18:29:12,0,12,43,66,81,82,58,25,5,4,27,70,92,86,63,42,36,38,46,65,109,172,228,255,234,150,75,24,1;
18:29:12,0,2,27,61,93,102,73,29,5,13,54,105,118,93,51,26,41,63,84,107,150,203,243,255,228,144,80,36,8;
18:29:10,0,36,28,39,57,74,81,69,47,25,12,14,35,74,129,202,254,255,226,182,136,117,111,111,110,93,81,73,58;
18:29:10,0,57,91,128,173,211,219,191,1,96,93,98,111,136,190,240,255,215,118,45,11,4,0,0,0,0,0,0,0;
18:29:09,0,114,64,28,25,50,79,77,48,16,8,48,120,178,207,230,255,244,219,190,159,146,135,116,87,65,98,137,144;
18:29:09,0,178,112,57,22,20,59,110,133,111,59,16,24,70,135,205,255,247,200,135,61,26,14,7,16,71,137,190,206;
18:29:08,0,63,24,11,5,4,22,77,138,170,150,74,15,1,29,91,152,169,159,127,63,11,8,54,145,243,255,210,135;
18:29:08,0,181,131,94,63,38,19,15,20,21,13,10,39,86,135,174,183,154,111,70,34,17,21,47,101,182,236,255,23209;
18:29:07,0,43,23,8,11,36,74,98,93,66,41,56,90,126,159,195,232,250,255,243,205,172,137,89,36,2,11,33,48;
18:29:07,0,18,50,81,115,140,137,104,60,21,138,174,198,204,188,153,104,55,17,27,47,58,0,0,0,0,0,0,0;
18:29:06,0,121,185,224,251,255,216,157,98,51,36,65,111,130,105,53,20,17,39,77,125,152,144,102,45,2,14,43,75;
18:29:06,0,85,157,207,242,255,241,215,177,130,83,40,42,49,39,24,31,56,99,142,171,161,124,77,37,10,18,32,46;
18:29:05,0,121,139,116,75,35,9,6,6,3,4,42,121,204,255,251,178,98,44,27,46,68,74,62,40,17,30,59,89;
18:29:05,0,121,8,10,61,97,97,69,47,49,56,68,87,127,195,249,255,199,83,14,4,34,0,0,0,0,0,0,0;
18:29:04,0,107,85,71,62,58,48,47,63,80,75,41,41,81,142,194,175,110,51,20,7,7,32,91,177,251,255,216,158;
18:29:04,0,177,113,58,22,7,4,14,43,88,129,139,140,133,126,137,142,109,68,37,25,36,65,110,162,202,240,255,231;
18:29:04,0,212,134,73,30,5,2,13,26,36,33,105,114,101,65,90,149,195,0,0,0,0,0,0,0,0,0,0,0;
18:29:03,0,32,6,13,50,101,136,116,75,41,24,10,11,27,70,156,239,255,229,184,143,140,143,140,122,77,66,69,60;
18:29:03,0,32,87,125,150,150,110,55,18,16,53,105,133,122,81,44,35,38,48,66,107,168,224,255,238,150,77,28,7;
18:29:02,0,89,60,50,57,83,136,209,255,239,163,52,4,14,57,116,159,167,167,162,125,76,33,5,18,90,145,158,131;
18:29:02,0,135,152,165,181,198,220,243,255,85,129,168,200,205,201,192,166,155,135,88,33,19,52,95,120,0,0,0,0;
18:29:01,0,61,29,15,5,6,46,117,178,203,188,136,86,67,87,145,216,255,247,191,88,21,2,17,61,124,145,133,101;
18:29:01,0,54,57,69,98,143,203,245,255,228,174,99,51,33,41,73,103,120,129,129,118,107,88,60,32,19,27,39,47;
18:29:00,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300;
18:29:00,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300;
18:28:59,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300;
18:28:59,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300;
18:28:59,0,17,0,15,33,38,30,33,67,126,178,164,108,48,10,22,74,96,90,68,59,84,134,197,252,255,217,155,79;
18:28:58,0,59,45,46,57,71,97,134,170,193,182,107,72,70,84,123,170,177,170,154,122,92,91,130,200,250,255,209,126;
18:28:58,0,58,50,32,19,16,15,9,2,4,305,11,3,5,44,110,173,201,166,101,38,2,0,0,0,0,0,0,0;
18:28:57,0,226,207,182,161,149,148,172,192,184,137,65,56,81,105,109,85,45,21,20,25,20,8,9,46,140,218,255,248;
18:28:57,0,156,154,132,108,91,77,74,64,37,6,14,78,159,221,255,237,191,157,143,135,117,88,47,17,27,76,123,148;
18:28:56,0,50,15,9,6,1,7,35,76,108,114,79,39,12,7,37,90,117,115,89,55,46,74,133,206,255,242,190,117;
18:28:56,0,85,98,130,182,233,255,217,164,121,101,91,84,64,30,3,4,20,34,41,42,39,28,12,0,10,42,71,82;
18:28:55,0,173,138,86,49,36,45,64,79,83,68,33,51,106,173,241,255,201,140,94,65,53,48,51,67,88,132,170,181;
18:28:55,0,59,9,23,9,7,27,70,104,113,102,90,82,75,75,88,123,178,228,255,240,158,82,31,4,0,0,0,0;
18:28:54,0,160,115,106,143,205,255,240,198,157,135,118,119,102,64,47,80,107,120,116,99,82,63,44,36,68,145,202,202;
18:28:54,0,245,216,175,148,142,165,214,245,226,149,37,14,54,120,191,219,189,160,144,119,83,40,6,12,86,178,239,255;
18:28:54,0,183,152,101,55,28,23,36,45,37,16,3,444,94,143,181,0,0,0,0,0,0,0,0,0,0,0,0,0;
18:28:53,0,93,165,215,229,198,116,52,19,5,19,82,138,171,168,120,45,8,16,72,176,249,255,196,107,33,13,20,45;
18:28:53,0,120,189,237,255,228,145,65,19,2,21,74,111,130,130,105,65,33,8,4,37,87,115,108,79,50,39,48,74;
18:28:52,0,64,143,219,255,222,114,21,9,58,140,212,204,172,144,120,79,42,8,3,53,119,158,155,122,82,50,33,35;
