11:32:36,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
11:32:36,-1,0,88,80,77,76,80,88,99,113,131,153,176,198,219,236,248,255,254,248,236,220,203,184,165,146,130,117,106,95;
11:32:36,-1,0,105,98,94,93,95,103,113,127,144,165,188,210,229,243,253,255,250,241,229,215,200,186,171,155,142,131,121,112;
11:32:36,-1,0,100,95,91,90,92,101,113,130,151,175,201,223,241,252,255,249,236,219,199,179,161,145,131,119,112,108,106,103;
11:32:36,-1,0,79,75,72,73,77,86,99,115,134,158,184,209,230,246,255,254,245,230,209,186,164,144,126,110,100,93,88,84;
11:32:36,-1,0,92,86,81,79,81,89,100,114,133,156,181,206,227,244,253,255,248,235,218,199,180,162,145,130,119,112,105,99;
11:32:36,-1,0,80,74,69,68,71,79,90,105,123,146,172,197,220,238,251,255,250,240,223,203,183,163,145,127,114,104,96,88;
11:32:36,-1,0,87,80,74,72,73,81,92,108,128,153,179,204,225,242,252,255,250,239,223,205,186,167,150,133,121,112,104,96;
11:32:36,-1,0,73,65,62,64,68,77,88,101,118,139,164,188,212,233,248,255,252,242,224,201,178,154,133,114,100,90,83,76;
11:32:36,-1,0,86,80,77,78,83,92,105,121,140,163,188,211,231,246,254,255,248,235,217,197,178,159,141,125,112,103,96,90;
11:32:36,-1,0,80,73,69,68,71,81,95,113,135,162,189,214,235,248,255,252,241,226,206,185,164,145,128,112,101,94,89,84;
11:32:36,-1,0,152,140,129,120,115,117,124,135,151,171,193,215,233,247,255,254,247,235,220,205,192,182,173,167,165,165,163,159;
11:32:36,-1,0,101,90,82,78,78,85,97,113,134,159,185,209,230,244,253,255,250,240,228,214,200,185,171,156,143,132,122,111;
11:32:36,-1,0,128,122,117,113,113,119,128,141,158,178,200,221,238,249,255,252,244,232,216,200,185,172,160,149,143,139,136,133;
11:32:36,-1,0,85,79,76,76,80,89,101,116,135,158,183,206,227,243,253,255,249,237,220,201,182,163,145,128,115,106,98,91;
11:32:36,-1,0,83,73,70,70,73,82,93,107,125,147,172,197,219,238,251,255,250,239,222,201,179,158,138,120,107,98,91,85;
11:32:36,-1,0,94,84,80,79,82,91,103,119,138,161,186,210,231,246,254,255,247,234,216,196,177,159,142,127,117,109,102,96;
11:32:36,-1,0,82,80,80,83,90,101,115,132,151,173,197,218,236,249,255,251,240,222,200,177,156,136,119,105,96,90,87,84;
11:32:36,-1,0,75,62,59,60,64,73,84,97,115,137,162,188,212,232,248,255,253,243,227,205,182,158,136,116,101,91,82,75;
11:32:36,-1,0,86,78,72,70,71,78,87,100,116,138,162,187,211,231,247,255,254,245,230,210,189,169,150,133,121,112,104,95;
11:32:36,-1,0,84,76,74,75,79,89,102,118,137,160,185,209,230,246,254,255,247,233,215,193,173,153,135,119,107,99,92,86;
11:32:36,-1,0,74,68,65,65,70,80,93,109,129,154,180,204,226,243,253,255,249,236,218,196,174,152,132,114,101,92,85,79;
11:32:36,-1,0,82,73,67,64,66,73,85,100,120,145,171,197,220,238,251,255,250,239,222,201,179,159,140,123,112,104,96,89;
11:32:36,-1,0,68,62,60,61,65,75,87,101,120,143,169,195,218,238,251,255,250,238,220,198,175,153,132,113,100,89,81,74;
11:32:36,-1,0,57,50,45,45,48,56,68,84,103,129,157,185,211,233,248,255,252,242,225,203,180,156,133,112,96,84,74,65;
11:32:36,-1,0,65,57,54,55,59,67,76,87,103,123,147,172,196,218,237,250,255,252,242,226,206,183,160,136,117,100,86,74;
11:32:36,-1,0,94,86,81,79,82,89,100,115,134,156,181,205,226,242,252,255,250,239,224,207,190,173,156,141,128,119,110,101;
11:32:36,-1,0,82,73,66,62,63,69,80,95,114,139,166,192,216,235,249,255,252,242,227,207,186,166,148,131,118,109,100,92;
11:32:36,-1,0,74,67,64,63,67,76,89,106,126,152,179,206,228,245,255,254,245,228,207,183,161,140,121,105,94,87,82,78;
11:32:36,-1,0,80,76,74,75,79,89,102,118,137,160,185,209,229,244,253,255,248,235,216,194,172,150,131,113,102,94,89,84;
11:32:36,-1,0,70,63,58,56,59,67,78,93,112,136,163,191,216,237,251,255,249,235,215,191,168,145,126,109,97,90,84,77;
11:32:36,-1,0,74,65,58,54,55,61,72,87,107,133,162,191,217,238,252,255,248,233,213,190,167,146,128,112,102,95,89,82;
11:32:36,-1,0,68,62,58,59,62,70,80,93,110,131,156,181,205,227,244,253,255,249,236,218,197,175,153,132,114,100,88,78;
11:32:36,-1,0,80,73,69,68,71,79,91,108,128,154,180,205,226,242,252,255,250,240,225,206,187,168,148,130,115,104,95,87;
11:32:36,-1,0,75,67,61,59,61,68,77,89,106,128,154,181,206,229,246,254,255,247,233,214,195,174,154,135,119,107,96,85;
11:32:36,-1,0,67,56,49,46,47,53,64,78,98,123,152,181,208,231,248,255,252,242,225,204,182,160,139,119,105,94,85,76;
11:32:36,-1,0,79,69,62,59,60,66,76,90,108,131,157,184,209,230,247,255,254,245,230,210,189,168,148,131,118,108,98,89;
11:32:36,-1,0,68,59,52,49,50,56,67,83,103,130,160,190,216,237,251,255,249,237,220,199,179,158,139,121,107,96,87,78;
11:32:36,-1,0,51,43,38,37,40,48,60,76,96,123,153,183,210,233,249,255,251,239,220,196,171,146,123,102,86,75,67,58;
11:32:36,-1,0,47,41,38,38,43,54,67,84,105,132,162,191,218,240,253,255,246,229,204,176,148,122,100,81,69,62,57,52;
11:32:36,-1,0,91,85,81,80,84,93,105,121,140,163,187,209,229,243,252,255,250,240,225,207,189,170,153,136,124,114,106,98;
11:32:36,-1,0,57,51,49,50,55,65,79,95,116,141,169,196,220,240,252,255,249,235,216,192,168,144,122,102,87,76,68,62;
11:32:36,-1,0,74,69,67,67,72,82,96,113,134,160,187,212,233,248,255,251,240,221,198,174,151,130,113,98,89,83,80,77;
11:32:36,-1,0,86,82,80,80,85,95,109,126,147,171,197,219,238,250,255,250,239,223,202,181,161,143,126,112,102,96,93,89;
11:32:36,-1,0,64,62,64,69,78,89,102,115,131,150,172,194,215,234,248,255,253,243,226,204,179,154,131,110,94,83,75,68;
11:32:36,-1,0,71,67,64,65,70,80,92,108,127,150,176,201,223,241,252,255,248,235,215,192,169,146,126,109,97,88,82,77;
11:32:36,-1,0,70,62,56,53,55,62,74,91,112,140,170,199,224,244,255,254,244,227,205,180,157,136,117,102,92,86,81,76;
11:32:36,-1,0,75,73,70,71,75,86,100,118,140,166,193,217,238,251,255,248,232,211,185,158,135,114,98,85,79,77,77,77;
11:32:36,-1,0,67,65,68,74,82,94,106,120,137,157,181,204,225,242,253,255,248,234,214,190,166,142,120,100,86,77,71,67;
11:32:36,-1,0,76,67,60,56,57,63,73,86,104,128,155,183,210,233,249,255,250,237,217,193,170,148,129,113,103,97,91,84;
11:32:36,-1,0,72,63,58,58,61,70,81,95,112,134,159,185,211,232,248,255,251,240,220,196,172,148,128,111,100,92,85,78;
11:32:36,-1,0,73,60,51,46,46,51,60,72,90,113,141,169,197,221,241,252,255,249,236,217,197,177,156,137,122,109,97,84;
11:32:36,-1,0,60,50,44,41,43,49,58,71,88,112,141,170,199,225,244,254,255,246,231,210,188,165,143,122,106,93,81,70;
11:32:36,-1,0,65,55,50,49,52,58,67,78,94,115,141,168,195,220,240,252,255,249,235,216,194,171,149,127,110,97,85,73;
11:32:36,-1,0,60,55,54,55,61,70,81,94,111,133,158,183,208,230,246,255,254,245,229,206,181,155,131,109,94,82,74,66;
