15:12:04,4,254,254,254,255,254,254,254,78,78,78,78,78,78,78,15,15,15,15,16,16,16,16,16,16,16,16,16,16;
09:26:36,4,254,254,254,255,254,254,254,98,98,98,98,98,98,98,6,6,6,6,6,6,6,24,24,24,24,24,24,24;
09:26:32,4,254,254,254,255,254,254,254,99,99,99,99,99,99,99,7,7,7,7,7,7,7,23,23,23,23,23,23,23;
09:26:21,1,255,255,255,254,254,254,254,99,99,99,99,99,99,99,7,7,7,7,7,7,7,24,24,24,24,24,24,24;
09:23:03,4,254,254,254,255,254,254,254,99,99,99,99,99,99,99,8,8,8,8,8,8,8,24,24,24,24,24,24,24;
09:22:56,5,254,254,254,254,255,255,255,99,99,99,99,99,99,99,6,6,6,6,6,6,6,24,24,24,24,24,24,24;
10:41:58,4,254,254,254,255,254,254,254,47,47,47,47,47,47,47,26,26,26,26,26,26,26,24,24,24,24,24,24,24;
10:41:56,4,254,254,254,255,254,254,254,49,49,49,49,49,49,49,30,30,30,30,30,30,30,21,21,21,21,21,21,21;
10:41:54,4,254,254,254,255,254,254,254,51,51,51,51,51,51,51,28,28,28,28,28,28,28,25,25,25,25,25,25,25;
10:41:52,4,254,254,254,255,254,254,254,54,54,54,54,54,54,54,24,24,24,25,25,25,25,21,21,21,21,21,21,21;
10:41:50,5,254,254,254,254,255,255,255,48,48,48,48,48,48,48,27,27,27,27,27,27,27,23,23,23,23,23,23,23;
10:41:49,168,164,142,153,142,147,128,146,143,141,136,138,147,148,138,149,142,137,132,132,144,149,141,144,147,147,148,144,136,132,125,130,138,142,139,135,132,139,137,145,142,135,141,133,142,141,135,135,138,137,135,132,125,136,140,141,142,140,139,139,136,136,131,136;
10:41:05,1,255,255,255,254,254,254,254,50,50,50,50,50,50,50,24,24,24,24,24,24,24,25,25,25,25,25,25,25;
10:41:03,4,254,254,254,255,254,254,254,53,53,53,53,53,53,53,30,30,30,30,30,30,30,23,23,23,23,23,23,23;
10:41:01,5,254,254,254,254,255,255,255,51,51,51,51,51,51,51,30,30,30,30,30,30,30,22,22,22,22,22,22,22;
10:40:59,1,255,255,255,254,254,254,254,52,52,52,52,52,52,52,28,28,28,28,28,28,28,21,21,21,21,21,21,21;
10:40:57,5,254,254,254,254,255,255,255,47,47,47,47,47,47,47,23,23,23,23,23,23,23,22,22,22,22,22,22,22;
10:40:55,5,254,254,254,254,255,255,255,50,50,50,50,50,50,50,28,28,28,28,28,28,28,26,26,26,26,26,26,26;
10:40:53,4,254,254,254,255,254,254,254,53,53,53,53,53,53,53,25,25,25,26,26,26,26,16,16,16,16,16,16,16;
10:40:51,5,254,254,254,254,255,255,255,52,52,52,52,52,52,52,30,30,30,30,30,30,30,20,20,20,20,20,20,20;
10:40:49,5,254,254,254,254,255,255,255,51,51,51,51,51,51,51,31,31,31,31,31,31,31,24,24,24,24,24,24,24;
10:40:47,5,254,254,254,254,255,255,255,55,55,55,55,55,55,55,30,30,30,30,30,30,30,24,24,24,24,24,24,24;
10:40:45,4,254,254,254,255,254,254,254,51,51,51,51,51,51,51,28,28,28,29,29,29,29,26,26,26,26,26,26,26;
10:40:43,4,254,254,254,255,254,254,254,50,50,50,50,50,50,50,23,23,23,23,23,23,23,22,22,22,22,22,22,22;
10:40:41,4,254,254,254,255,254,254,254,50,50,50,50,50,50,50,28,28,28,28,28,28,28,21,21,21,21,21,21,21;
10:40:39,4,254,254,254,255,254,254,254,53,53,53,53,53,53,53,27,27,27,27,27,27,27,21,21,21,21,21,21,21;
10:40:37,4,254,254,254,255,254,254,254,51,51,51,51,51,51,51,29,29,29,29,29,29,29,23,23,23,23,23,23,23;
10:40:35,5,254,254,254,254,255,255,255,48,48,48,48,48,48,48,28,28,28,28,28,28,28,21,21,21,21,21,21,21;
10:40:13,5,254,254,254,254,255,255,255,53,53,53,53,53,53,53,28,28,28,28,28,28,28,22,22,22,22,22,22,22;
10:40:11,1,255,255,255,254,254,254,254,51,51,51,51,51,51,51,28,28,28,28,28,28,28,24,24,24,24,24,24,24;
10:40:11,168,164,143,152,139,151,143,140,145,149,138,148,135,149,149,142,140,145,145,141,138,143,143,132,142,146,142,140,141,137,137,146,145,140,137,128,137,143,140,138,135,140,139,135,136,134,136,130,137,143,140,129,135,138,143,141,140,145,144,131,141,138,136,140;
10:00:33,5,254,254,254,254,255,255,255,51,51,51,51,51,51,51,26,26,26,26,26,26,26,24,24,24,24,24,24,24;
10:00:31,1,255,255,255,254,254,254,254,55,55,55,55,55,55,55,28,28,28,28,28,28,28,20,20,20,20,20,20,20;
10:00:29,4,254,254,254,255,254,254,254,54,54,54,54,54,54,54,27,27,27,27,27,27,27,21,21,21,21,21,21,21;
10:00:27,1,255,255,255,254,254,254,254,50,50,50,50,50,50,50,28,28,28,28,28,28,28,22,22,22,22,22,22,22;
10:00:25,5,254,254,254,254,255,255,255,50,50,50,50,50,50,50,35,35,35,35,35,35,35,23,23,23,23,23,23,23;
09:57:30,5,254,254,254,254,255,255,255,66,66,66,66,66,66,66,26,26,26,26,26,26,26,19,19,19,19,19,19,19;
09:57:28,5,254,254,254,254,255,255,255,67,67,67,67,67,67,67,25,25,25,26,25,25,25,17,17,17,17,17,17,17;
09:57:26,4,254,254,254,255,254,254,254,66,66,66,66,66,66,66,25,25,25,25,25,25,25,19,19,19,19,19,19,19;
09:36:21,5,254,254,254,254,255,255,255,55,55,55,55,55,55,55,21,21,21,21,21,21,21,30,30,30,30,30,30,30;
09:36:19,5,254,254,254,254,255,255,255,54,54,54,54,54,54,54,21,21,21,21,21,21,21,29,29,29,29,29,29,29;
09:36:17,5,254,254,254,254,255,255,255,49,49,49,49,49,49,49,22,22,22,22,22,22,22,26,26,26,26,26,26,26;
09:36:15,1,255,255,255,254,254,254,254,55,55,55,55,55,55,55,20,20,20,20,20,20,20,26,26,26,26,26,26,26;
09:35:04,5,254,254,254,254,255,255,255,55,55,55,55,55,55,55,24,24,24,24,24,24,24,25,25,25,25,25,25,25;
09:35:02,4,254,254,254,255,254,254,254,56,56,56,56,56,56,56,18,18,18,19,19,19,19,25,25,25,25,25,25,25;
09:35:00,4,254,254,254,255,254,254,254,55,55,55,55,55,55,55,22,22,22,22,22,22,22,29,29,29,29,29,29,29;
09:34:14,5,254,254,254,254,255,255,255,57,57,57,57,57,57,57,20,20,20,21,20,20,20,26,26,26,26,26,26,26;
09:34:12,4,254,254,254,255,254,254,254,53,53,53,53,53,53,53,21,21,21,21,21,21,21,24,24,24,24,24,24,24;
09:26:27,4,254,254,254,255,254,254,254,80,80,80,80,80,80,80,9,9,9,9,9,9,9,36,36,36,36,36,36,36;
09:26:25,4,254,254,254,255,254,254,254,77,77,77,77,77,77,77,9,9,9,9,9,9,9,33,33,33,33,33,33,33;
09:23:27,4,254,254,254,255,254,254,254,78,78,78,78,78,78,78,10,10,10,10,10,10,10,34,34,34,34,34,34,34;
09:23:25,1,255,255,255,254,254,254,254,79,79,79,79,79,79,79,8,8,8,8,8,8,8,34,34,34,34,34,34,34;
09:23:23,4,254,254,254,255,254,254,254,79,79,79,79,79,79,79,7,7,7,8,7,7,7,34,34,34,34,34,34,34;
09:22:14,1,255,255,255,254,254,254,254,77,77,77,77,77,77,77,9,9,9,9,9,9,9,34,34,34,34,34,34,34;
09:22:12,5,254,254,254,254,255,255,255,79,79,79,79,79,79,79,8,8,8,8,9,9,9,39,39,39,39,39,39,39;
09:22:10,5,254,254,254,254,255,255,255,79,79,79,79,79,79,79,11,11,11,11,10,10,10,33,33,33,33,33,33,33;
09:22:08,4,254,254,254,255,254,254,254,79,79,79,79,79,79,79,10,10,10,11,10,10,10,34,34,34,34,34,34,34;
08:51:47,4,254,254,254,255,254,254,254,62,62,62,62,62,62,62,22,22,22,23,23,23,23,19,19,19,19,19,19,19;
08:51:45,4,254,254,254,255,254,254,254,61,61,61,60,60,60,60,24,24,24,24,24,24,24,21,21,21,21,21,21,21;
08:51:43,5,254,254,254,254,255,255,255,59,59,59,59,59,59,59,27,27,27,27,27,27,27,17,17,17,17,17,17,17;
08:51:41,4,254,254,254,255,254,254,254,61,61,61,61,61,61,61,28,28,28,28,28,28,28,18,18,18,18,17,17,17;
08:36:14,5,254,254,254,254,255,255,255,56,56,56,56,56,56,56,24,24,24,25,25,25,25,20,20,20,20,20,20,20;
08:36:12,4,254,254,254,255,254,254,254,66,66,66,66,66,66,66,26,26,26,26,26,26,26,21,21,21,21,21,21,21;
08:36:10,4,254,254,254,255,254,254,254,59,59,59,59,59,59,59,21,21,21,22,21,21,21,21,21,21,21,21,21,21;
08:36:08,4,254,254,254,255,254,254,254,59,59,59,59,59,59,59,28,28,28,29,28,28,28,18,18,18,18,18,18,18;
08:36:06,4,254,254,254,255,254,254,254,65,65,65,65,65,65,65,24,24,24,24,24,24,24,20,20,20,20,20,20,20;
08:36:04,5,254,254,254,254,255,255,255,63,63,63,63,63,63,63,23,23,23,23,24,24,24,21,21,21,21,21,21,21;
08:36:02,4,254,254,254,255,254,254,254,60,60,60,60,60,60,60,25,25,25,25,25,25,25,21,21,21,21,21,21,21;
08:36:00,5,254,254,254,254,255,255,255,63,63,63,63,63,63,63,29,29,29,29,29,29,29,18,18,18,18,18,18,18;
08:35:58,1,255,255,255,254,254,254,254,55,55,55,54,54,54,54,24,24,24,24,24,24,24,18,18,18,18,18,18,18;
08:35:56,5,254,254,254,254,255,255,255,61,61,61,61,61,61,61,25,25,25,25,25,25,25,18,18,18,17,17,17,17;
08:35:54,1,255,255,255,254,254,254,254,61,61,61,61,61,61,61,25,25,25,25,25,25,25,19,19,19,19,19,19,19;
08:35:52,4,254,254,254,255,254,254,254,61,61,61,61,61,61,61,26,26,26,26,26,26,26,18,18,18,18,18,18,18;
14:06:39,1,255,255,255,254,254,254,254,79,79,79,79,79,79,79,13,13,13,13,13,13,13,21,21,21,21,21,21,21;
14:06:37,4,254,254,254,255,254,254,254,77,77,77,77,77,77,77,15,15,15,15,15,15,15,23,23,23,23,23,23,23;
14:06:35,5,254,254,254,254,255,255,255,82,82,82,82,82,82,82,13,13,13,13,13,13,13,23,23,23,23,23,23,23;
14:06:33,4,254,254,254,255,254,254,254,81,81,81,81,81,81,81,13,13,13,14,13,13,13,21,21,21,21,21,21,21;
14:06:31,4,254,254,254,255,254,254,254,79,79,79,79,79,79,79,13,13,13,13,13,13,13,23,23,23,23,23,23,23;
14:06:29,5,254,254,254,254,255,255,255,84,84,84,84,84,84,84,13,13,13,13,13,13,13,21,21,21,21,21,21,21;
